,link,region,rating,ratingCount,lat,lon
Mowich River,http://www.wta.org/go-hiking/hikes/mowich-river,Mount Rainier Area -- NW - Carbon River/Mowich,3.0,5,46.9327,-121.8636
Muddy Fork Lava Bed,http://www.wta.org/go-hiking/hikes/muddy-fork-lava-bed,South Cascades -- Mount Adams Area,3.0,5,46.3255,-121.5058
Muddy Meadows/Foggy Flat,http://www.wta.org/go-hiking/hikes/muddy-meadows,South Cascades -- Mount Adams Area,2.25,4,46.3084,-121.5401
Multnomah Falls,http://www.wta.org/go-hiking/hikes/multnomah-falls,Southwest Washington -- Columbia River Gorge - OR,5.0,1,45.5774,-122.1167
Murhut Falls,http://www.wta.org/go-hiking/hikes/murhut-falls,Olympic Peninsula -- Hood Canal,3.42,12,47.6764,-123.0205
Murphy Lakes,http://www.wta.org/go-hiking/hikes/murphy-lakes,Central Cascades -- Stevens Pass - West,0.0,0,,
Mutton Mountain,http://www.wta.org/go-hiking/hikes/mutton-mountain,Mount Rainier Area -- Chinook Pass - Hwy 410,0.0,0,,
Myrtle Lake,http://www.wta.org/go-hiking/hikes/myrtle-lake,Central Cascades -- Entiat Mountains/Lake Chelan,2.8,5,48.0244,-120.6512
Mystery Bay State Park,http://www.wta.org/go-hiking/hikes/mystery-bay-state-park,Olympic Peninsula -- Pacific Coast,0.0,0,,
Mystic Lake,http://www.wta.org/go-hiking/hikes/mystic-lake,Mount Rainier Area -- NW - Carbon River/Mowich,2.67,6,46.9139,-121.6423
Nada Lake,http://www.wta.org/go-hiking/hikes/nada-lake,Central Cascades -- Leavenworth Area,4.0,3,,
Nannie Peak,http://www.wta.org/go-hiking/hikes/nannie-peak,South Cascades -- Goat Rocks,4.0,1,,
Nannie Ridge-Sheep Lake,http://www.wta.org/go-hiking/hikes/nannie-ridge,South Cascades -- Goat Rocks,3.5,8,46.4231,-121.4713
Nanny Goat Mountain,http://www.wta.org/go-hiking/hikes/nanny-goat-mountain,North Cascades -- Pasayten,0.0,0,,
Narada Falls to Reflection Lakes,http://www.wta.org/go-hiking/hikes/reflection-lakes,Mount Rainier Area -- SW - Longmire/Paradise,2.89,9,46.7753,-121.7466
Narbeck Wetland Sanctuary,http://www.wta.org/go-hiking/hikes/narbeck-wetland-sanctuary,Puget Sound and Islands -- Bellingham Area,3.0,1,47.9328,-122.2607
Nason Ridge,http://www.wta.org/go-hiking/hikes/nason-ridge,Central Cascades -- Stevens Pass - East,3.33,6,47.7882,-120.7923
Nason Ridge Snowshoe,http://www.wta.org/go-hiking/hikes/nason-ridge-snowshoe,Central Cascades -- Leavenworth Area,0.0,0,47.8,-120.7239
Natapoc Mountain,http://www.wta.org/go-hiking/hikes/natapoc-mountain,Central Cascades -- Leavenworth Area,0.0,0,47.7486,-120.6743
Navaho Pass,http://www.wta.org/go-hiking/hikes/navaho-pass,Snoqualmie Region -- Salmon La Sac/Teanaway,3.72,18,47.3664,-120.8027
Navaho Peak,http://www.wta.org/go-hiking/hikes/navaho-peak,Snoqualmie Region -- Salmon La Sac/Teanaway,4.29,7,47.3662,-120.8028
Neiderprum Trail,http://www.wta.org/go-hiking/hikes/niederprum,North Cascades -- Mountain Loop Highway,3.25,4,48.2617,-121.6788
Nelson Ridge and Mount Aix,http://www.wta.org/go-hiking/hikes/nelson-ridge,Mount Rainier Area -- Chinook Pass - Hwy 410,3.67,6,46.8141,-121.3062
Newberry Hill Heritage Park,http://www.wta.org/go-hiking/hikes/newberry-hill-heritage-park,Olympic Peninsula -- Kitsap Peninsula,4.5,2,47.6345,-122.7548
Newton Creek-Elk Meadows Loop,http://www.wta.org/go-hiking/hikes/newton-creek-elk-meadows-loop,Southwest Washington -- Columbia River Gorge - OR,0.0,0,,
Nike Horse Trail,http://www.wta.org/go-hiking/hikes/nike-horse-trail,Issaquah Alps -- Cougar Mountain,4.33,3,47.5301,-122.103
Nimbus Knob,http://www.wta.org/go-hiking/hikes/nimbus-knob,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,47.6503,-117.291
Nisqually National Wildlife Refuge,http://www.wta.org/go-hiking/hikes/nisqually-nwr,Puget Sound and Islands -- Seattle-Tacoma Area,3.95,19,47.0688,-122.7129
Nisqually State Park,http://www.wta.org/go-hiking/hikes/nisqually-state-park,Mount Rainier Area -- SW - Longmire/Paradise,0.0,0,46.8638,-122.3285
Nisqually Vista Loop,http://www.wta.org/go-hiking/hikes/nisqually-vista-loop,Mount Rainier Area -- SW - Longmire/Paradise,3.5,4,46.7848,-121.7414
No Name,http://www.wta.org/go-hiking/hikes/no-name,Issaquah Alps -- Cougar Mountain,3.5,4,47.5379,-122.0888
Noble Knob,http://www.wta.org/go-hiking/hikes/noble-knob,Mount Rainier Area -- Chinook Pass - Hwy 410,3.85,20,47.0136,-121.4657
Nolte State Park,http://www.wta.org/go-hiking/hikes/nolte-state-park,Mount Rainier Area -- Chinook Pass - Hwy 410,0.0,0,47.2702,-121.9373
Nook Trail,http://www.wta.org/go-hiking/hikes/nook-trail,Issaquah Alps -- Tiger Mountain,2.0,1,,
Nooksack Cirque,http://www.wta.org/go-hiking/hikes/nooksack-cirque,North Cascades -- Mount Baker Area,3.0,4,48.8899,-121.6749
Nordic Pass - Hyak,http://www.wta.org/go-hiking/hikes/nordic-pass-hyak,Snoqualmie Region -- Snoqualmie Pass,3.67,6,47.4014,-121.4084
Norse Peak,http://www.wta.org/go-hiking/hikes/norse-peak,Mount Rainier Area -- Chinook Pass - Hwy 410,4.0,5,46.9644,-121.4829
Norse Peak Lollipop via Goat Lakes Trail,http://www.wta.org/go-hiking/hikes/norse-peak-lollipop-via-goat-lakes-trail,Mount Rainier Area,0.0,0,46.9716,-121.4946
North Butte,http://www.wta.org/go-hiking/hikes/north-butte,Puget Sound and Islands -- Bellingham Area,4.0,1,,
North Centennial Trail (Snohomish),http://www.wta.org/go-hiking/hikes/snohomish-centennial,Puget Sound and Islands -- Bellingham Area,3.0,4,48.1987,-122.1251
North Coast Route,http://www.wta.org/go-hiking/hikes/north-coast-beach-travelway,Olympic Peninsula -- Pacific Coast,3.5,4,48.2588,-124.6828
North Creek Park Boardwalk,http://www.wta.org/go-hiking/hikes/north-creek-park-boardwalk,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,47.8355,-122.2188
North Creek Trail,http://www.wta.org/go-hiking/hikes/north-creek-trail,Puget Sound and Islands,0.0,0,47.8601,-122.2043
North Fork Asotin Creek,http://www.wta.org/go-hiking/hikes/north-fork-asotin-creek,Eastern Washington -- Palouse and Blue Mountains,0.0,0,46.2612,-117.29299999999999
North Fork Entiat River,http://www.wta.org/go-hiking/hikes/north-fork-entiat-river,Central Cascades -- Entiat Mountains/Lake Chelan,2.5,4,48.0058,-120.5763
North Fork Quinault River,http://www.wta.org/go-hiking/hikes/north-fork-quinault-river,Olympic Peninsula -- Pacific Coast,0.0,0,,
North Fork Quinault River-Halfway House,http://www.wta.org/go-hiking/hikes/north-fork-quinault-river-halfway-house,Olympic Peninsula -- Pacific Coast,3.0,7,47.5757,-123.6481
North Fork Sauk Falls,http://www.wta.org/go-hiking/hikes/north-fork-sauk-falls,North Cascades -- Mountain Loop Highway,3.75,4,48.0985,-121.3709
North Fork Sauk River,http://www.wta.org/go-hiking/hikes/north-fork-sauk-river,North Cascades -- Mountain Loop Highway,2.86,7,48.0584,-121.2866
North Fork Siouxon,http://www.wta.org/go-hiking/hikes/north-fork-siouxon,South Cascades,3.4,5,,
North Fork Skokomish River,http://www.wta.org/go-hiking/hikes/north-fork-skokomish-river,Olympic Peninsula -- Hood Canal,3.2,5,47.5157,-123.3295
North Fork Skokomish River and Flapjack Lakes,http://www.wta.org/go-hiking/hikes/flapjack-lakes,Olympic Peninsula -- Hood Canal,3.9,10,47.5161,-123.3276
North Fork Skykomish River,http://www.wta.org/go-hiking/hikes/north-fork-skykomish-river,Central Cascades -- Stevens Pass - West,2.6,5,47.9279,-121.2731
North Fork Sol Duc River,http://www.wta.org/go-hiking/hikes/north-fork-sol-duc-river,Olympic Peninsula -- Northern Coast,2.67,6,48.0108,-123.911
North Fork Sullivan,http://www.wta.org/go-hiking/hikes/north-fork-sullivan,Eastern Washington -- Selkirk Range,3.5,4,48.8541,-117.2876
North Fork Tieton-Tieton Pass,http://www.wta.org/go-hiking/hikes/north-fork-tieton-river,South Cascades -- White Pass/Cowlitz River Valley,2.2,5,46.5768,-121.3582
North Gardner Mountain,http://www.wta.org/go-hiking/hikes/north-gardner-mountain,North Cascades -- Methow/Sawtooth,0.0,0,,
North Kitsap Heritage Park,http://www.wta.org/go-hiking/hikes/north-kitsap-heritage-park,Olympic Peninsula -- Kitsap Peninsula,0.0,0,47.78,-122.5509
North Lost Lake Trail,http://www.wta.org/go-hiking/hikes/north-lost-lake-trail,Puget Sound and Islands -- Bellingham Area,0.0,0,48.7008,-122.4893
North Mountain Lookout,http://www.wta.org/go-hiking/hikes/north-mountain-lookout,North Cascades -- Mountain Loop Highway,0.0,0,48.3088,-121.6111
North Navarre Peak,http://www.wta.org/go-hiking/hikes/north-navarre-peak,North Cascades -- Methow/Sawtooth,4.5,4,48.1199,-120.303
North Trail,http://www.wta.org/go-hiking/hikes/north-trail,Puget Sound and Islands,0.0,0,,
North Twentymile Peak,http://www.wta.org/go-hiking/hikes/north-twentymile-peak,North Cascades,4.5,2,48.7029,-120.105
Northern State Ghost Town,http://www.wta.org/go-hiking/hikes/northern-state-ghost-town,North Cascades -- North Cascades Highway - Hwy 20,3.0,1,48.5255,-122.1946
Northrup Canyon,http://www.wta.org/go-hiking/hikes/northrup-canyon,Central Washington -- Grand Coulee,3.5,6,47.8657,-119.0833
Northwest Timber Trail,http://www.wta.org/go-hiking/hikes/northwest-timber-trail,Issaquah Alps -- Tiger Mountain,2.6,5,47.4669,-121.9333
Norway Pass,http://www.wta.org/go-hiking/hikes/norway-pass,South Cascades -- Mount St. Helens,4.0,9,46.3045,-122.0819
Norwegian Memorial,http://www.wta.org/go-hiking/hikes/norwegian-memorial,Olympic Peninsula -- Pacific Coast,1.0,1,48.1548,-124.6672
Not So Sasse Peak,http://www.wta.org/go-hiking/hikes/not-so-sasse-peak,Snoqualmie Region -- Salmon La Sac/Teanaway,0.0,0,,
Notch Pass,http://www.wta.org/go-hiking/hikes/notch-pass,Olympic Peninsula -- Hood Canal,3.8,5,47.82,-122.9361
Oak Creek Road - Bethel Ridge,http://www.wta.org/go-hiking/hikes/oak-creek-road-bethel-ridge,Central Washington -- Yakima,0.0,0,46.7267,-120.8114
Oakes Peak,http://www.wta.org/go-hiking/hikes/oakes-peak,North Cascades -- North Cascades Highway - Hwy 20,4.0,1,,
Observation Peak,http://www.wta.org/go-hiking/hikes/observation-peak,Southwest Washington -- Lewis River Region,3.57,7,45.8785,-122.0829
Observation Rock,http://www.wta.org/go-hiking/hikes/observation-rock,Mount Rainier Area -- NW - Carbon River/Mowich,1.0,1,46.9329,-121.8653
Obstruction Point Road Snowshoe,http://www.wta.org/go-hiking/hikes/obstruction-point-road-snowshoe,Olympic Peninsula -- Northern Coast,0.0,0,47.9738,-123.4767
Obstruction Point-Deer Park,http://www.wta.org/go-hiking/hikes/obstruction-point-deer-park,Olympic Peninsula -- Northern Coast,2.67,6,47.9498,-123.2647
Ocean City State Park,http://www.wta.org/go-hiking/hikes/ocean-city-state-park,Olympic Peninsula -- Pacific Coast,0.0,0,,
Odessa Craters,http://www.wta.org/go-hiking/hikes/odessa-craters,Eastern Washington -- Spokane Area/Coeur d'Alene,2.8,5,47.4204,-118.69
Ohanapecosh Hot Springs,http://www.wta.org/go-hiking/hikes/ohanapecosh-hot-springs,Mount Rainier Area -- SE - Cayuse Pass/Steven's Canyon,4.2,5,46.733,-121.5693
Oillar - Widgeon - Hampton Lakes,http://www.wta.org/go-hiking/hikes/Oillar%20-%20Widgeon%20-%20Hampton%20Lakes,Central Washington -- Potholes Region,0.0,0,,
Olallie Creek Snowshoe,http://www.wta.org/go-hiking/hikes/olallie-creek-snowshoe,Mount Rainier Area -- SE - Cayuse Pass/Steven's Canyon,2.0,2,,
Olallie Lake via Pratt Lake Trail,http://www.wta.org/go-hiking/hikes/olallie-lake-via-pratt-lake-trail,Snoqualmie Region,5.0,1,47.4219,-121.5117
Olallie Mountain Snowshoe,http://www.wta.org/go-hiking/hikes/olallie-mountain-snowshoe,Snoqualmie Region -- Snoqualmie Pass,0.0,0,47.4265,-121.4156
Old Blewett Pass Highway,http://www.wta.org/go-hiking/hikes/old-blewett-pass-highway,Central Cascades -- Blewett Pass,0.0,0,,
Old Griz,http://www.wta.org/go-hiking/hikes/old-griz,Issaquah Alps -- Squak Mountain,3.0,4,47.5054,-122.0476
Old Kettle Falls Trail,http://www.wta.org/go-hiking/hikes/old-kettle-falls-trail,Eastern Washington -- Selkirk Range,0.0,0,,
Old Man's Trail,http://www.wta.org/go-hiking/hikes/old-man-trail,Issaquah Alps -- Cougar Mountain,2.0,3,47.5301,-122.103
Old Mine Trail,http://www.wta.org/go-hiking/hikes/old-mine-trail,Mount Rainier Area -- NW - Carbon River/Mowich,0.0,0,46.9832,-121.8381
Old Miners Trail,http://www.wta.org/go-hiking/hikes/old-miners-trail-c-11,Issaquah Alps -- Cougar Mountain,0.0,0,,
Old Pass Hill,http://www.wta.org/go-hiking/hikes/old-pass-hill,Central Cascades -- Blewett Pass,0.0,0,47.3317,-120.6423
Old Robe Canyon,http://www.wta.org/go-hiking/hikes/old-robe-canyon,North Cascades -- Mountain Loop Highway,3.38,13,48.1101,-121.8558
Old Sauk ADA Loop,http://www.wta.org/go-hiking/hikes/old-sauk-new-trail,North Cascades -- Mountain Loop Highway,0.0,0,48.2217,-121.5772
Old Sauk Mountain Trail,http://www.wta.org/go-hiking/hikes/old-sauk-mountain-trail-614,North Cascades,0.0,0,,
Old Sauk River Trail,http://www.wta.org/go-hiking/hikes/old-sauk,North Cascades -- Mountain Loop Highway,2.53,15,48.2154,-121.5588
Old Snowy Mountain - Elk Pass,http://www.wta.org/go-hiking/hikes/old-snowy-mountain-elk-pass,South Cascades -- Goat Rocks,3.5,6,46.4577,-121.506
Old Stagecoach Trail to Copper Butte,http://www.wta.org/go-hiking/hikes/old-stagecoach-trail-to-copper-butte,Eastern Washington -- Okanogan Highlands/Kettle River Range,0.0,0,48.7027,-118.4665
Old Wagon Road Trail,http://www.wta.org/go-hiking/hikes/old-wagon-road-trail,Central Washington -- Grand Coulee,2.75,4,47.8654,-119.0876
Ollalie Creek Camp,http://www.wta.org/go-hiking/hikes/ollalie-creek-camp,Mount Rainier Area,2.67,3,46.7562,-121.5627
Olney Falls,http://www.wta.org/go-hiking/hikes/olney-falls,Central Cascades -- Stevens Pass - West,0.0,0,,
Olympic Adventure Route,http://www.wta.org/go-hiking/hikes/olympic-adventure-route,Olympic Peninsula -- Northern Coast,0.0,0,,
One-View Trail,http://www.wta.org/go-hiking/hikes/one-view-trail,Issaquah Alps -- Tiger Mountain,3.5,4,47.523,-122.027
Oneonta Gorge,http://www.wta.org/go-hiking/hikes/oneonta-gorge,Southwest Washington -- Columbia River Gorge - OR,4.0,2,,
Oregon Butte,http://www.wta.org/go-hiking/hikes/oregon-butte,Eastern Washington -- Palouse and Blue Mountains,3.5,4,46.1127,-117.7468
Otter Falls - Taylor River,http://www.wta.org/go-hiking/hikes/otter-falls-taylor-river,Snoqualmie Region -- North Bend Area,4.03,36,47.5609,-121.5323
Otto Preserve,http://www.wta.org/go-hiking/hikes/otto-preserve,Puget Sound and Islands -- Bellingham Area,2.0,1,48.6983,-122.6741
Oval Peak,http://www.wta.org/go-hiking/hikes/oval-peak,North Cascades -- Methow/Sawtooth,4.0,4,48.3115,-120.3362
Owl Mountain,http://www.wta.org/go-hiking/hikes/owl-mountain,Eastern Washington -- Okanogan Highlands/Kettle River Range,0.0,0,,
Owyhigh Lakes,http://www.wta.org/go-hiking/hikes/owyhigh-lakes,Mount Rainier Area -- NE - Sunrise/White River,3.0,8,46.8905,-121.5968
Oxbow Regional Park,http://www.wta.org/go-hiking/hikes/oxbow-regional-park,Southwest Washington -- Columbia River Gorge - WA,0.0,0,,
Oyster Dome,http://www.wta.org/go-hiking/hikes/oyster-dome,Puget Sound and Islands -- Bellingham Area,3.92,72,48.6086,-122.4334
Oyster Dome via Samish Overlook,http://www.wta.org/go-hiking/hikes/oyster-dome-samish-overlook,Puget Sound and Islands -- Bellingham Area,3.67,3,48.6098,-122.4265
PCT - Snoqualmie Pass to Park Lakes,http://www.wta.org/go-hiking/hikes/pct-snoqualmie-pass-to-park-lakes-1,Snoqualmie Region,0.0,0,,
PCT - Stampede Pass to Silver Peak,http://www.wta.org/go-hiking/hikes/pct-stampede-pass-to-silver-peak,Snoqualmie Region -- Snoqualmie Pass,0.0,0,,
PCT - Stevens Pass to Pear Lake,http://www.wta.org/go-hiking/hikes/pct-stevens-pass-to-pear-lake,Central Cascades,0.0,0,,
PCT- Harts Pass to Holman Pass,http://www.wta.org/go-hiking/hikes/pct-harts-pass-to-holman-pass,North Cascades -- Pasayten,4.0,1,48.7277,-120.6643
PCT- Windy Pass to Stampede Pass,http://www.wta.org/go-hiking/hikes/windy-pass-to-stampede-pass,Snoqualmie Region -- Snoqualmie Pass,3.0,1,,
PJ Lake,http://www.wta.org/go-hiking/hikes/pj-lake,Olympic Peninsula -- Northern Coast,2.4,5,47.9458,-123.4255
PUD Sultan River Access,http://www.wta.org/go-hiking/hikes/pud-sultan-river-access,Central Cascades -- Stevens Pass - West,4.0,1,,
Pablo Creek,http://www.wta.org/go-hiking/hikes/pablo-creek,Central Cascades -- Leavenworth Area,0.0,0,,
Pacific Crest Trail (PCT) Section H - Bridge of Gods to White Pass,http://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-h-bridge-of-gods-to-white-pass,South Cascades,3.75,4,45.8026,-121.9325
Pacific Crest Trail (PCT) Section I - White Pass to Snoqualmie Pass,http://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-i-white-pass-to-snoqualmie-pass,South Cascades,3.17,6,46.6315,-121.4267
Pacific Crest Trail (PCT) Section I.1 - White Pass - Chinook Pass,http://www.wta.org/go-hiking/hikes/white-pass-chinook-pass-pct-200,South Cascades -- White Pass/Cowlitz River Valley,3.5,4,46.8745,-121.51700000000001
Pacific Crest Trail (PCT) Section J - Snoqualmie Pass to Stevens Pass - East,http://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-j-snoqualmie-pass-to-stevens-pass-east,Snoqualmie Region -- Snoqualmie Pass,4.33,6,47.4278,-121.4135
Pacific Crest Trail (PCT) Section K - Stevens Pass - East to Rainy Pass,http://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-k-stevens-pass-east-to-rainy-pass,North Cascades,4.0,6,47.7454,-121.089
Pacific Crest Trail (PCT) Section L - Rainy Pass to Manning Park,http://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-l-rainy-pass-to-manning-park,North Cascades,3.5,6,48.518,-120.7352
Pacific Northwest Trail,http://www.wta.org/go-hiking/hikes/pacific-northwest-trail,Puget Sound and Islands -- Bellingham Area,3.5,2,48.6451,-122.3563
Pack Forest - Hugo Peak,http://www.wta.org/go-hiking/hikes/pack-forest-hugo-peak,Puget Sound and Islands -- Seattle-Tacoma Area,3.5,2,46.8402,-122.2942
Pack Forest - Little Mashel Falls,http://www.wta.org/go-hiking/hikes/little-mashel-falls,Puget Sound and Islands -- Seattle-Tacoma Area,4.0,1,46.8432,-122.3176
Packer Creek,http://www.wta.org/go-hiking/hikes/packer-creek,Eastern Washington -- Spokane Area/Coeur d'Alene,3.5,2,,
Packwood Lake,http://www.wta.org/go-hiking/hikes/packwood-lake,South Cascades -- Goat Rocks,3.71,17,46.6084,-121.6271
Packwood Lake Snowshoe,http://www.wta.org/go-hiking/hikes/packwood-lake-snowshoe,South Cascades,4.5,2,46.6079,-121.6282
Paddy-Go-Easy Pass,http://www.wta.org/go-hiking/hikes/paddy-go-easy-pass,Snoqualmie Region -- Salmon La Sac/Teanaway,3.12,8,47.5329,-121.0826
Padilla Bay,http://www.wta.org/go-hiking/hikes/padilla-bay,Puget Sound and Islands -- Bellingham Area,2.57,7,48.4803,-122.4731
Palisades,http://www.wta.org/go-hiking/hikes/palisades,Mount Rainier Area -- Chinook Pass - Hwy 410,4.67,6,47.058,-121.5731
Palisades Lakes,http://www.wta.org/go-hiking/hikes/palisades-lakes,Mount Rainier Area -- NE - Sunrise/White River,3.36,11,46.9175,-121.5878
Palisades Park,http://www.wta.org/go-hiking/hikes/palisades-park,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,47.6672,-117.4876
Palouse Falls,http://www.wta.org/go-hiking/hikes/palouse-falls,Eastern Washington -- Palouse and Blue Mountains,3.14,14,46.6636,-118.2281
Panjab Trail,http://www.wta.org/go-hiking/hikes/panjab-trail,Eastern Washington -- Palouse and Blue Mountains,3.5,4,46.1716,-117.7212
Panorama Point Snowshoe,http://www.wta.org/go-hiking/hikes/panorama-point-snowshoe,Mount Rainier Area -- SW - Longmire/Paradise,3.2,5,46.7829,-121.7284
Panther Creek Experimental Forest,http://www.wta.org/go-hiking/hikes/panther-creek-experimental-forest,Southwest Washington -- Columbia River Gorge - WA,2.0,4,45.8282,-121.8356
Panther Creek Falls,http://www.wta.org/go-hiking/hikes/panther-creek-falls,Southwest Washington -- Columbia River Gorge - WA,0.0,0,,
Paradise Point State Park,http://www.wta.org/go-hiking/hikes/paradise-point-state-park,Southwest Washington -- Lewis River Region,0.0,0,45.8653,-122.7043
Paradise Valley Conservation Area,http://www.wta.org/go-hiking/hikes/paradise-valley-conservation-area,Puget Sound and Islands -- Seattle-Tacoma Area,3.14,7,47.7898,-122.0819
Park Butte,http://www.wta.org/go-hiking/hikes/park-butte,North Cascades -- Mount Baker Area,4.4,42,48.7067,-121.8122
